Index,Target,Type,Alcohol,Density,Nitrogen,pH,Sugar,A,B,C,D,Di,E,H,S,U,V,Cost
186,5,white_wine,9.35,1.01,5.05,3.46,4.01,23.10,3.30,4.50,36.30,47.71,1.31,1.67,5.99,4.10,0.13,5.496499999999999
187,4,white_wine,9.45,1.01,4.97,3.32,1.63,22.10,1.58,5.70,39.60,51.81,1.22,1.55,4.38,4.90,0.16,4.5584999999999996
188,4,white_wine,8.35,1.01,4.76,3.35,1.63,24.70,0.99,7.35,36.30,47.30,1.80,1.86,8.03,6.50,0.06,4.178
189,3,white_wine,8.55,1.01,7.05,3.09,6.19,27.30,2.51,6.90,13.20,15.28,1.20,1.43,1.75,1.75,0.11,6.033
190,3,white_wine,8.20,1.01,8.15,3.40,1.82,22.70,1.32,3.30,48.40,52.75,1.09,2.11,3.80,7.45,0.13,4.209
191,4,white_wine,7.70,1.02,4.60,3.39,2.68,22.90,5.54,3.00,19.80,25.22,1.07,3.10,2.63,5.30,0.26,4.3774999999999995
192,4,white_wine,7.95,1.02,2.93,3.55,7.05,20.90,6.73,1.05,38.50,44.27,1.66,2.23,5.11,7.05,0.13,6.237
193,3,red_wine,8.25,1.02,7.88,3.37,2.96,33.90,3.96,7.35,12.10,25.89,1.10,5.52,5.69,1.80,0.38,4.678999999999999
194,4,white_wine,7.75,1.02,4.23,3.40,5.62,22.90,3.30,4.65,45.10,47.11,0.48,2.42,6.42,8.35,0.06,5.5725
195,4,white_wine,7.85,1.02,2.66,3.45,12.09,22.30,2.31,6.60,57.20,77.55,0.80,2.23,4.67,9.55,0.24,8.203
196,4,white_wine,7.50,1.02,3.99,3.44,16.74,22.50,1.98,5.40,39.60,53.39,1.39,1.86,3.07,6.20,0.00,9.939
197,3,white_wine,7.90,1.02,9.99,3.65,7.53,24.70,2.24,4.35,40.70,58.69,1.10,2.48,2.34,7.60,0.19,6.426500000000001
198,5,white_wine,8.35,1.02,8.87,3.75,1.73,24.70,1.45,3.75,44.00,49.41,0.92,2.60,6.42,5.05,0.10,4.279
199,2,red_wine,7.60,1.02,6.79,3.59,4.58,24.90,6.73,1.20,5.50,11.80,1.11,4.77,4.09,1.15,0.30,5.132499999999999
200,3,white_wine,8.10,1.02,14.42,3.37,6.01,22.10,3.17,1.80,36.30,45.27,1.54,1.98,7.30,9.20,0.13,5.846499999999999
201,3,white_wine,8.70,1.01,2.00,3.72,1.25,21.30,1.45,4.05,56.10,65.31,1.60,1.92,2.48,4.85,0.08,4.204
202,3,white_wine,9.50,1.01,7.02,3.40,2.02,24.70,2.64,6.45,22.00,32.92,1.56,4.40,2.92,5.85,0.19,4.744
203,5,white_wine,8.55,1.01,2.10,3.60,2.30,21.90,2.11,4.50,29.70,37.35,1.60,1.49,6.86,4.30,0.25,4.5535
204,5,white_wine,8.80,1.01,4.61,3.54,1.92,21.10,4.49,1.35,18.70,31.72,1.12,0.62,4.23,3.10,0.13,4.48
205,4,white_wine,7.40,1.02,3.88,3.23,13.04,23.70,2.51,4.20,53.90,59.57,1.65,4.15,2.34,7.85,0.04,8.3925
206,2,white_wine,8.10,1.01,2.82,3.36,1.73,23.70,2.77,2.40,133.65,137.77,1.57,1.80,3.65,11.43,0.13,4.132
207,3,white_wine,8.10,1.02,1.90,3.36,11.04,25.30,1.19,6.75,60.50,75.82,1.96,2.79,3.65,6.55,0.02,7.856999999999999
208,3,white_wine,8.00,1.02,3.40,3.52,5.43,23.30,2.51,4.35,61.60,69.87,1.43,2.23,8.32,9.15,0.17,5.602
209,4,white_wine,7.95,1.01,3.96,3.69,1.82,22.50,1.32,5.70,38.50,56.04,1.27,1.18,4.67,5.55,0.18,4.165
210,4,white_wine,7.80,1.02,9.04,3.54,1.73,24.70,1.32,9.75,29.70,41.34,1.58,2.29,5.84,7.55,0.17,4.055
211,4,red_wine,8.00,1.02,1.06,3.49,2.11,25.70,5.54,1.80,5.50,17.41,0.72,10.48,9.49,0.75,0.02,4.2695
212,3,white_wine,8.50,1.02,6.06,3.88,9.04,21.70,2.64,9.90,27.50,33.96,1.36,1.86,4.82,7.65,0.07,7.274999999999999
213,4,white_wine,8.40,1.01,2.80,3.57,2.40,23.50,3.04,4.50,18.70,23.72,0.99,1.80,5.99,6.20,0.22,4.5365
214,3,white_wine,7.70,1.02,0.69,3.24,1.44,24.10,1.98,6.30,37.40,42.70,1.46,3.29,2.63,4.70,0.04,3.8589999999999995
215,4,red_wine,8.50,1.02,2.42,3.50,2.02,25.50,2.38,4.50,20.90,31.98,1.38,3.10,3.65,1.60,0.04,4.409999999999999
216,5,white_wine,9.55,1.01,6.05,3.43,2.40,22.70,2.90,4.35,35.20,48.50,1.77,2.42,3.50,6.80,0.12,4.918
217,5,white_wine,7.60,1.02,3.38,3.20,12.56,23.70,1.32,4.50,19.80,26.76,1.08,3.29,4.38,8.25,0.19,8.266
218,5,red_wine,8.35,1.02,2.23,3.57,2.87,30.10,3.04,7.05,14.30,23.26,1.21,4.71,8.47,1.35,0.31,4.708
219,3,red_wine,7.80,1.02,9.16,3.57,2.49,25.30,7.13,4.80,6.60,16.79,1.99,4.53,4.38,2.40,0.06,4.3635
220,5,white_wine,7.95,1.02,0.29,3.67,7.62,23.10,2.11,4.80,51.70,58.79,1.34,1.80,4.67,9.85,0.10,6.483
221,3,white_wine,7.80,1.02,4.07,3.29,12.65,23.90,4.22,2.55,63.80,75.72,1.33,1.49,3.94,9.00,0.12,8.3855
222,4,white_wine,8.05,1.02,1.95,3.39,8.86,25.70,1.45,3.90,45.10,60.70,1.46,1.86,3.50,8.80,0.04,6.9719999999999995
223,4,red_wine,7.85,1.02,7.23,3.25,3.44,36.70,3.43,7.80,17.60,35.16,1.60,5.27,8.61,2.35,0.08,4.712999999999999
224,4,white_wine,7.85,1.02,4.13,3.31,4.49,25.30,0.92,5.25,24.20,29.95,0.94,2.60,3.21,4.60,0.24,5.1419999999999995
225,5,white_wine,9.07,1.01,3.74,3.41,7.33,22.70,4.36,3.30,24.20,27.17,1.41,1.61,2.48,5.55,0.04,6.719
226,3,white_wine,7.75,1.02,2.03,3.37,7.71,23.30,3.23,7.35,57.20,64.71,0.19,2.48,2.63,10.55,0.17,6.404
227,3,white_wine,7.75,1.02,3.44,3.47,1.73,22.10,3.70,0.90,28.60,28.98,0.92,3.53,4.82,6.10,0.09,4.027
228,4,white_wine,8.15,1.02,1.71,3.57,3.25,24.50,2.11,4.35,17.60,29.00,1.78,1.67,6.72,5.55,0.22,4.79
229,3,white_wine,8.10,1.02,14.05,3.68,9.33,24.90,2.38,5.55,45.10,67.63,0.73,2.36,7.30,7.05,0.07,7.221
230,4,white_wine,7.55,1.02,5.79,3.27,11.99,25.70,1.32,4.65,49.50,58.27,1.38,2.73,4.53,6.70,0.12,8.030999999999999
231,3,white_wine,7.60,1.02,3.12,3.31,7.53,24.70,2.11,5.10,30.80,41.70,0.96,2.42,4.67,7.30,0.09,6.2705
232,5,white_wine,7.75,1.01,1.15,3.33,1.44,23.30,1.72,9.00,66.00,81.19,0.86,7.81,2.48,6.90,0.05,3.889
233,4,white_wine,9.10,1.02,8.15,3.24,12.18,26.50,2.90,6.60,56.10,64.83,0.97,2.11,1.61,7.40,0.21,8.645
234,5,white_wine,7.60,1.02,4.07,3.40,7.81,24.90,1.58,6.45,28.60,35.55,1.22,2.23,4.82,7.35,0.08,6.395999999999999
235,5,white_wine,8.50,1.01,7.37,3.51,1.82,24.10,1.19,5.55,27.50,39.05,1.58,1.18,3.50,3.45,0.05,4.3305
236,5,white_wine,8.50,1.01,14.03,3.28,1.92,25.30,0.79,11.10,28.60,36.79,1.52,1.92,2.63,4.85,0.12,4.335999999999999
237,3,white_wine,7.55,1.02,3.18,3.29,1.63,25.10,2.90,10.65,47.30,58.06,1.12,9.36,2.92,7.15,0.21,3.8899999999999997
238,4,white_wine,8.30,1.01,1.76,3.46,2.68,21.30,2.24,2.85,45.10,60.69,1.42,2.48,3.07,8.00,0.07,4.597
239,4,red_wine,8.15,1.02,19.74,3.44,2.40,29.10,8.65,1.50,5.50,13.40,1.36,4.34,4.96,1.25,0.35,4.4305
240,4,white_wine,8.80,1.02,14.41,3.25,9.19,27.10,1.72,3.90,79.20,85.24,1.36,1.55,2.19,6.80,0.20,7.3454999999999995
241,4,white_wine,8.75,1.01,8.87,3.60,7.81,20.10,3.56,3.75,25.30,39.73,1.64,1.36,2.63,5.50,0.05,6.827500000000001
242,3,white_wine,8.10,1.01,3.03,3.49,3.15,21.10,1.19,3.45,9.90,8.56,1.24,1.86,4.09,5.10,0.10,4.719499999999999
243,5,white_wine,7.60,1.02,7.68,3.16,14.36,24.10,0.92,4.20,30.80,44.01,1.06,2.60,2.48,7.15,0.25,8.98
244,5,red_wine,8.75,1.02,0.93,3.49,3.82,24.10,4.22,4.80,8.80,29.23,1.53,3.22,3.94,1.15,0.23,5.215999999999999
245,4,white_wine,8.40,1.02,6.21,3.28,4.77,24.70,2.77,4.35,28.60,39.12,1.02,1.24,0.58,7.45,0.17,5.442
246,4,white_wine,8.10,1.02,8.61,3.57,1.63,23.30,1.98,3.90,16.50,24.88,1.13,2.23,5.55,6.10,0.06,4.124499999999999
247,4,red_wine,9.05,1.02,10.19,3.46,4.49,35.10,6.86,7.35,4.40,11.88,1.39,5.64,7.59,0.40,0.33,5.5845
248,2,white_wine,7.40,1.02,8.54,3.46,4.39,23.10,2.51,2.85,5.50,16.60,0.45,2.29,1.90,5.40,0.16,4.967
249,3,white_wine,7.65,1.02,5.27,3.38,8.76,22.90,3.04,7.95,38.50,43.43,0.87,2.98,3.21,10.75,0.19,6.7905
250,3,white_wine,8.00,1.02,2.40,3.32,2.30,25.50,3.04,3.45,30.80,50.46,1.46,3.72,5.84,6.40,0.03,4.319999999999999
251,3,white_wine,7.80,1.02,8.62,3.62,6.05,23.90,4.22,3.30,82.50,89.43,1.26,4.46,5.11,14.85,0.06,5.795
252,5,red_wine,9.15,1.02,4.94,3.51,6.01,27.70,3.30,6.15,6.60,24.43,0.81,3.97,5.84,0.35,0.43,6.234999999999999
253,4,white_wine,8.30,1.02,2.08,3.39,12.84,25.30,1.45,5.55,56.10,62.26,1.04,1.49,8.32,7.25,0.16,8.6515
254,5,white_wine,8.25,1.02,1.31,3.49,13.89,23.10,1.32,6.15,50.60,67.84,1.84,1.86,7.30,6.15,0.25,9.069
255,3,white_wine,7.45,1.02,8.50,3.25,10.66,24.90,4.36,9.90,83.60,95.59,1.55,2.60,3.50,9.40,0.13,7.461
256,3,white_wine,7.75,1.02,9.80,3.41,4.96,23.30,2.38,4.65,44.00,44.66,1.97,8.00,2.34,8.10,0.10,5.31
257,3,red_wine,7.85,1.02,1.55,3.42,2.58,29.90,3.56,6.15,11.00,16.91,0.18,4.59,4.09,2.75,0.05,4.394499999999999
258,3,white_wine,9.45,1.01,2.93,3.34,5.53,24.50,2.51,5.55,28.60,38.76,2.60,1.05,9.05,5.40,0.20,6.121499999999999
259,3,white_wine,7.50,1.02,8.14,3.37,10.47,25.10,2.11,9.30,55.00,62.79,1.08,2.23,3.21,7.35,0.13,7.4205000000000005
260,3,white_wine,8.30,1.02,7.03,3.64,3.72,23.70,2.77,5.10,27.50,39.12,0.83,2.79,5.26,9.15,0.11,5.041
261,4,white_wine,8.05,1.02,2.08,3.34,13.51,27.10,2.64,5.10,34.10,46.11,1.54,1.98,2.63,7.75,0.08,8.8245
262,4,red_wine,10.10,1.02,5.84,3.53,2.87,27.70,5.02,6.75,6.60,12.92,1.61,3.47,8.32,0.60,0.17,5.314499999999999
263,3,white_wine,8.75,1.01,3.79,3.42,2.77,21.30,3.43,3.75,50.60,68.22,2.16,2.29,2.63,8.80,0.02,4.7844999999999995
264,4,white_wine,9.35,1.01,9.95,3.37,2.11,25.50,2.51,7.35,24.20,45.25,1.11,1.98,2.92,4.00,0.14,4.723
265,3,white_wine,7.50,1.02,4.58,3.33,7.71,23.30,3.04,7.35,56.10,66.48,1.49,2.54,3.36,10.70,0.10,6.310499999999999
266,4,white_wine,8.85,1.01,2.41,3.42,4.01,26.30,2.24,5.70,18.70,29.17,1.45,2.60,2.34,6.15,0.18,5.3155
267,3,white_wine,7.75,1.02,3.66,3.50,12.84,21.70,2.24,3.90,47.30,59.31,0.87,2.60,2.34,7.10,0.09,8.4755
268,4,white_wine,7.85,1.02,2.81,3.38,13.13,22.50,2.90,3.90,61.60,73.42,0.95,2.29,3.07,10.00,0.15,8.6085
269,3,white_wine,7.80,1.02,5.09,3.39,2.11,24.10,3.56,4.65,15.40,22.75,1.89,3.72,3.65,7.80,0.21,4.1845
270,4,white_wine,7.90,1.02,1.52,3.60,9.52,23.90,1.06,4.50,53.90,55.34,1.32,2.98,2.34,8.95,0.06,7.215
271,5,white_wine,9.30,1.01,2.99,3.29,4.96,23.70,3.17,4.20,26.40,43.43,1.88,1.55,3.65,4.70,0.02,5.8335
272,5,white_wine,8.30,1.01,4.01,3.56,1.92,23.30,2.84,3.60,30.80,37.45,1.51,1.86,5.69,6.70,0.02,4.308
273,4,white_wine,7.90,1.02,5.02,3.54,8.29,22.50,3.83,3.30,38.50,52.77,1.52,0.99,5.55,10.50,0.05,6.714
274,3,red_wine,8.30,1.02,1.21,3.57,2.21,27.10,1.72,7.80,8.80,19.80,0.51,5.02,6.57,0.85,0.08,4.4265
275,3,white_wine,7.70,1.02,3.64,3.42,8.29,24.10,1.06,4.80,40.70,45.30,1.30,2.23,1.75,6.00,0.16,6.6259999999999994
276,3,white_wine,7.55,1.02,11.92,3.29,12.56,22.30,2.64,5.25,68.20,77.57,1.91,2.42,2.63,11.15,0.04,8.262
277,4,white_wine,8.40,1.02,3.39,3.45,4.67,25.90,0.40,7.35,28.60,31.39,1.35,2.42,2.92,6.35,0.03,5.4275
278,4,white_wine,8.50,1.02,2.51,3.54,11.32,21.50,2.24,4.05,25.30,44.17,1.01,1.92,1.31,5.70,0.11,8.136
279,3,red_wine,9.07,1.02,5.92,3.79,1.92,22.50,7.52,0.90,5.50,19.55,1.23,2.54,4.67,0.60,0.00,4.6129999999999995
280,4,white_wine,7.90,1.02,0.97,3.41,7.71,21.90,3.04,4.50,64.90,80.85,1.16,2.36,2.48,10.00,0.07,6.4625
281,3,white_wine,7.85,1.02,3.78,3.18,1.82,29.50,0.79,8.85,24.20,28.52,1.71,2.48,5.84,6.80,0.06,4.054499999999999
282,4,white_wine,8.60,1.01,4.19,3.43,1.44,22.50,1.06,4.80,80.30,95.21,1.02,1.67,2.77,8.90,0.07,4.201499999999999
283,3,white_wine,7.85,1.02,1.93,3.40,11.42,22.50,2.24,7.05,67.10,83.27,1.11,2.42,4.09,10.20,0.21,7.9275
284,4,white_wine,7.80,1.02,7.77,3.32,2.77,23.50,1.98,5.85,68.20,81.05,1.56,10.11,2.04,7.60,0.20,4.438
285,3,white_wine,8.00,1.01,5.32,3.45,3.06,22.70,4.09,3.30,57.20,61.44,2.06,2.42,3.36,8.35,0.14,4.6425
286,3,red_wine,8.05,1.02,9.51,3.42,2.30,25.70,6.86,3.90,33.00,43.76,1.61,4.40,4.38,6.25,0.32,4.352499999999999
287,2,white_wine,9.20,1.01,8.57,3.51,2.11,22.70,2.11,5.55,5.50,7.68,2.12,1.36,1.75,2.75,0.13,4.6915
288,4,white_wine,9.30,1.01,1.62,3.37,2.58,22.30,1.32,5.70,29.70,34.87,0.74,1.49,3.94,5.25,0.08,4.8934999999999995
289,4,white_wine,8.00,1.02,2.98,3.51,8.09,23.90,1.32,5.70,47.30,51.77,1.14,2.48,4.67,8.50,0.17,6.6645
290,4,white_wine,8.35,1.01,2.56,3.51,2.30,23.50,1.06,5.40,25.30,30.45,1.61,2.23,5.40,6.25,0.22,4.47
291,3,white_wine,8.30,1.01,6.97,3.17,1.73,24.30,0.79,5.25,25.30,35.83,1.63,1.86,6.72,6.10,0.03,4.1735
292,4,white_wine,8.65,1.01,17.00,3.31,4.10,22.90,2.51,4.35,67.10,71.16,1.63,1.55,5.40,6.70,0.17,5.265
293,3,white_wine,7.45,1.02,2.35,3.37,10.85,24.50,4.09,9.30,71.50,80.49,1.12,2.36,4.09,8.60,0.07,7.555
294,3,red_wine,7.85,1.02,2.11,3.39,2.49,25.70,5.54,1.35,9.90,26.44,1.24,6.57,5.84,1.80,0.20,4.354
295,4,white_wine,7.85,1.02,3.95,3.37,7.91,23.10,2.77,7.80,37.40,44.64,1.47,2.48,4.23,9.30,0.16,6.519
296,4,white_wine,7.90,1.02,4.25,3.49,12.28,23.90,2.11,4.95,50.60,60.68,0.78,2.29,8.03,7.35,0.20,8.3025
297,4,white_wine,8.35,1.02,7.94,3.37,5.82,22.10,2.24,6.00,60.50,73.99,1.83,2.67,9.64,7.30,0.15,5.8580000000000005
298,3,white_wine,7.95,1.02,3.54,3.43,14.46,26.70,1.85,5.70,34.10,58.91,1.17,2.79,4.09,6.00,0.03,9.183
299,3,red_wine,7.70,1.02,7.78,3.31,3.06,28.10,5.02,3.45,29.70,37.39,1.34,5.15,4.96,4.90,0.16,4.5175
300,3,white_wine,7.95,1.02,3.20,3.42,6.10,24.30,5.15,3.60,11.00,12.49,1.35,2.17,4.96,3.55,0.19,5.8374999999999995
301,4,white_wine,9.30,1.01,2.94,3.39,5.25,21.50,4.22,5.25,17.60,24.90,1.29,1.05,6.57,5.35,0.11,5.964499999999999
302,5,white_wine,8.75,1.01,0.41,3.41,1.54,24.70,1.32,4.35,12.10,28.18,1.39,2.17,3.80,6.85,0.04,4.291
303,4,white_wine,8.30,1.02,16.97,3.46,8.66,24.10,1.72,4.20,39.60,53.03,1.25,2.23,4.67,10.80,0.06,6.99
304,5,white_wine,8.85,1.01,3.89,3.51,4.58,21.30,1.72,3.60,39.60,45.87,1.40,1.12,1.31,7.20,0.04,5.5569999999999995
305,3,red_wine,7.60,1.02,2.59,3.60,2.21,26.10,4.09,4.50,34.10,44.61,1.78,4.03,5.69,3.90,0.11,4.186
306,3,white_wine,8.59,1.02,24.15,3.44,9.24,22.90,4.49,2.85,29.70,49.39,1.13,2.11,4.53,6.95,0.19,7.3205
307,4,white_wine,7.90,1.02,2.97,3.41,8.29,22.70,3.70,7.50,55.00,63.68,1.13,2.73,4.23,9.80,0.12,6.6945
308,2,red_wine,7.75,1.02,4.96,3.44,2.49,30.50,1.98,5.55,14.30,26.77,1.42,2.98,3.94,1.50,0.00,4.3265
309,4,white_wine,7.85,1.02,2.54,3.51,1.92,22.70,2.90,5.10,14.30,25.87,1.73,2.48,3.94,6.30,0.20,4.143999999999999
310,6,white_wine,7.50,1.02,8.10,3.14,13.61,24.70,1.45,4.05,48.40,61.36,0.46,2.98,2.77,7.45,0.08,8.642
311,3,white_wine,9.00,1.01,22.31,3.14,8.09,28.10,6.20,4.50,14.30,17.11,1.45,1.05,2.04,3.25,0.06,6.958
312,5,white_wine,8.85,1.02,2.32,3.24,10.28,24.30,2.51,4.05,27.50,40.90,0.92,1.98,4.38,5.40,0.12,7.797499999999999
313,4,white_wine,8.50,1.02,10.12,3.27,8.00,23.30,2.90,3.75,22.00,41.15,1.45,1.67,2.34,5.90,0.19,6.7675
314,4,white_wine,8.40,1.01,17.22,3.54,1.63,21.90,3.70,6.15,48.40,57.78,1.22,2.36,4.23,4.90,0.08,4.224
315,3,white_wine,7.75,1.02,9.99,3.40,6.86,22.10,2.64,7.35,66.00,79.36,1.58,2.42,3.65,10.80,0.15,6.0685
316,5,white_wine,9.20,1.01,5.51,3.42,6.29,24.10,5.02,5.85,49.50,66.01,0.94,1.86,1.90,7.85,0.10,6.35
317,3,white_wine,8.65,1.01,7.15,3.10,6.72,24.70,3.04,3.75,31.90,41.42,1.39,1.43,2.19,6.60,0.28,6.281499999999999
318,4,white_wine,8.60,1.01,6.48,3.19,5.15,25.70,1.58,4.80,33.00,44.76,1.37,0.43,2.48,4.75,0.18,5.6495
319,4,white_wine,7.60,1.02,3.20,3.23,15.03,24.70,2.11,5.10,40.70,58.17,1.15,2.54,2.92,8.40,0.02,9.2585
320,3,white_wine,7.65,1.02,5.36,3.43,9.14,23.50,4.36,5.10,30.80,44.76,0.66,2.48,4.23,7.20,0.10,6.95
321,4,white_wine,8.95,1.02,6.41,3.53,12.46,21.70,0.66,3.30,25.30,35.22,1.46,3.04,2.92,8.85,0.05,8.748000000000001
322,3,red_wine,8.05,1.02,1.10,3.68,2.11,24.50,4.09,4.80,36.30,45.72,1.53,3.47,8.18,2.70,0.27,4.3155
323,3,white_wine,7.50,1.02,2.98,3.21,11.99,25.70,2.11,4.80,45.10,47.81,0.68,2.79,4.67,6.60,0.11,8.0045
324,4,white_wine,8.60,1.01,10.89,3.54,1.49,22.90,1.98,4.95,15.95,26.07,1.00,2.17,3.21,10.57,0.21,4.2379999999999995
325,3,white_wine,7.65,1.02,3.74,3.47,8.57,24.90,3.04,3.90,50.60,58.26,1.09,2.42,2.04,10.00,0.07,6.728
326,3,white_wine,7.85,1.02,5.07,3.36,12.84,23.50,2.11,5.25,69.30,77.22,1.38,2.54,4.09,9.95,0.01,8.4895
327,4,white_wine,8.25,1.02,2.40,3.66,7.95,21.50,1.98,3.75,16.50,19.43,1.46,2.05,5.69,5.10,0.11,6.7185
328,4,white_wine,8.70,1.01,2.97,3.36,2.21,24.90,3.70,4.80,28.60,42.14,0.93,1.67,3.94,5.65,0.03,4.534
329,3,white_wine,7.60,1.02,3.70,3.36,11.23,24.70,9.70,1.35,48.40,65.76,0.91,2.17,3.50,9.90,0.19,7.757999999999999
330,4,white_wine,8.10,1.02,3.03,3.31,11.61,24.70,2.38,4.95,51.70,59.67,1.39,2.98,4.82,6.05,0.15,8.0775
331,3,white_wine,7.95,1.02,4.55,3.58,13.32,24.70,2.11,6.15,44.00,52.42,1.51,2.54,3.07,8.60,0.15,8.7495
332,5,white_wine,9.20,1.01,3.18,3.59,6.48,24.10,3.17,4.65,40.70,46.44,1.58,1.36,5.26,5.45,0.23,6.4515
333,4,white_wine,8.20,1.02,0.93,3.69,8.95,24.10,2.11,3.60,45.10,58.92,1.81,1.30,3.50,10.65,0.21,7.105499999999999
334,4,white_wine,8.20,1.02,4.95,3.47,1.92,25.10,0.79,11.10,22.00,38.27,1.03,1.61,3.36,6.00,0.17,4.2604999999999995
335,4,red_wine,7.60,1.02,10.10,3.65,2.21,25.70,5.81,3.75,14.30,16.90,0.59,4.46,6.28,1.60,0.21,4.193499999999999
336,4,white_wine,9.05,1.01,4.39,3.68,1.54,22.10,3.56,7.65,9.90,25.68,1.06,1.24,2.92,4.80,0.11,4.4365000000000006
337,5,red_wine,8.50,1.02,0.37,3.39,3.25,34.10,4.09,9.90,12.10,28.44,0.83,5.21,5.99,1.20,0.41,4.8854999999999995
338,3,white_wine,7.85,1.02,0.32,3.28,1.92,28.90,1.06,3.45,14.30,26.32,0.39,2.05,1.46,3.05,0.00,4.1095
339,4,white_wine,7.80,1.02,14.76,2.97,2.68,29.90,5.41,3.45,19.80,25.87,0.75,4.84,3.21,5.45,0.22,4.3495
340,3,white_wine,7.65,1.02,2.70,3.23,9.80,24.50,6.86,3.00,22.00,30.47,1.13,3.78,4.67,8.40,0.19,7.184
341,3,white_wine,7.70,1.02,3.17,3.21,11.13,25.30,3.70,7.35,94.60,108.44,1.39,2.29,3.07,10.75,0.09,7.730500000000001
342,4,white_wine,9.45,1.01,3.38,3.43,2.77,22.90,3.04,4.20,36.30,48.51,1.35,1.86,2.34,6.55,0.13,5.031
343,3,white_wine,8.50,1.02,4.49,3.35,11.51,26.10,2.77,7.35,42.90,60.62,1.30,1.61,1.75,6.25,0.06,8.183499999999999
344,4,white_wine,8.50,10.18,4.15,3.58,4.49,26.30,2.11,5.70,52.80,67.84,0.88,2.17,7.59,8.30,0.04,6.326
345,4,white_wine,9.20,1.01,0.78,3.11,6.48,26.10,3.43,3.75,40.70,52.39,1.20,1.61,0.15,4.85,0.07,6.3795
346,4,white_wine,8.95,1.02,4.38,3.60,8.19,22.70,2.90,13.65,53.90,61.39,1.57,1.55,3.94,9.65,0.09,7.0504999999999995
347,5,white_wine,8.45,1.01,2.76,3.11,4.49,23.50,0.79,7.65,61.60,66.69,1.86,1.18,4.67,5.90,0.19,5.321
348,5,white_wine,8.30,1.02,4.40,3.66,2.02,26.10,2.11,3.90,38.50,43.96,0.82,1.49,4.23,6.50,0.13,4.364
349,2,red_wine,8.30,1.02,8.41,3.54,1.92,23.30,7.00,0.00,3.30,8.37,1.72,3.72,2.19,0.10,0.00,4.306
350,3,white_wine,8.40,1.01,4.46,3.25,1.54,22.50,1.98,3.45,18.70,33.63,1.01,0.56,0.88,6.10,0.16,4.1445
351,5,white_wine,8.70,1.01,7.65,3.31,2.58,23.90,0.92,4.35,14.30,17.77,0.54,1.49,5.26,3.80,0.14,4.6745
352,4,white_wine,8.45,1.02,2.94,3.62,1.92,25.10,1.45,7.35,45.10,57.06,1.43,2.36,3.65,6.70,0.19,4.3705
353,2,red_wine,8.10,1.02,5.07,3.81,2.40,22.50,9.31,0.00,5.50,22.74,1.23,3.16,5.69,0.35,0.12,4.468499999999999
354,5,white_wine,8.60,1.02,9.33,3.30,10.66,22.10,2.77,6.15,59.40,67.33,1.50,2.42,5.40,7.15,0.23,7.871
355,4,white_wine,7.75,1.02,11.38,3.19,11.04,24.50,1.45,4.05,49.50,54.73,1.56,3.22,5.40,7.15,0.19,7.709
356,4,white_wine,8.10,1.02,4.99,3.31,9.61,26.30,1.58,5.40,68.20,84.26,1.15,2.17,3.50,7.80,0.09,7.2775
357,2,white_wine,7.80,1.02,5.12,3.52,1.63,22.30,6.86,0.00,25.30,39.20,0.74,2.05,2.34,3.65,0.24,4.012
358,3,white_wine,7.55,1.02,4.15,3.34,7.81,23.70,2.38,3.60,58.30,81.69,1.01,2.67,3.65,10.40,0.08,6.3694999999999995
359,3,red_wine,8.60,1.02,9.26,3.84,1.82,20.70,8.38,2.85,6.60,18.24,1.61,9.42,5.69,2.80,0.13,4.4159999999999995
360,3,white_wine,7.55,1.02,3.59,3.36,1.54,24.30,3.76,2.10,25.30,34.97,1.70,2.85,3.07,3.90,0.01,3.8644999999999996
361,5,white_wine,8.50,1.01,4.81,3.36,2.21,23.70,1.45,5.40,31.90,46.91,2.25,1.61,4.67,4.50,0.05,4.4639999999999995
362,1,red_wine,8.05,1.02,1.36,3.59,1.82,30.90,4.75,6.30,36.30,45.18,1.30,8.43,9.34,2.10,0.06,4.186
363,5,white_wine,9.70,1.01,0.74,3.04,5.58,24.70,4.22,3.90,27.50,39.17,1.38,0.43,4.67,4.20,0.14,6.183999999999999
364,4,white_wine,9.35,1.01,1.10,3.24,3.15,23.30,3.96,4.35,15.40,35.51,1.70,1.61,2.19,4.75,0.27,5.1194999999999995
365,5,white_wine,8.45,1.01,6.82,3.25,4.67,22.70,1.85,4.05,88.00,93.44,1.24,1.67,7.88,7.55,0.23,5.414
366,4,white_wine,8.20,1.01,5.18,3.40,1.92,22.10,2.64,5.10,35.20,47.26,0.77,6.82,2.34,4.90,0.11,4.249
367,4,white_wine,9.35,1.01,1.76,3.37,4.39,23.90,2.38,4.35,35.20,53.30,1.53,2.11,1.31,5.40,0.09,5.635
368,5,white_wine,7.90,1.02,4.09,3.27,14.94,25.50,2.11,4.35,41.80,56.98,1.53,2.17,3.65,9.40,0.08,9.3335
369,5,white_wine,7.90,1.02,2.66,3.46,1.82,22.90,1.19,5.10,45.10,50.26,0.73,5.08,3.94,6.45,0.14,4.114
370,4,white_wine,8.50,1.01,4.87,3.48,3.06,22.30,3.04,5.10,64.35,76.46,1.41,2.05,3.65,7.80,0.28,4.822
371,2,red_wine,8.65,1.02,7.49,3.63,4.10,23.70,7.92,1.35,15.40,33.56,1.31,3.66,4.38,1.15,0.20,5.313999999999999
